formulas,species,rsq,rsq_full
"poly(SLP_19, 2) + poly(TLC_15, 2) + poly(TWI_7, 2) + poly(VR3_1, 2) + poly(SLP_1, 2)",sp_richness,0.137902759257595,0.40826802139618334
"poly(PLC_15, 2) + poly(SLP_19, 2) + poly(SLP_15, 2) + poly(TLC_19, 2) + poly(HLI_19, 2)",sp_richness,0.14794439538710746,0.422441837932478
"poly(MDI_19, 2) + poly(VR3_15, 2) + poly(VR3_1, 2) + poly(MDI_1, 2) + poly(TR5_3, 2)",sp_richness,0.12328666189128412,0.4167939867760765
"poly(TLC_1, 2) + poly(TP5_15, 2) + poly(TR5_19, 2) + poly(MDI_15, 2) + poly(PLC_15, 2)",sp_richness,0.13029497275698376,0.43286838583476395
"poly(TR5_3, 2) + poly(VR3_19, 2) + poly(MDI_1, 2) + poly(TR5_7, 2) + poly(PLC_1, 2)",sp_richness,0.10125877417834661,0.4113973862199286
"poly(MDI_3, 2) + poly(VR3_7, 2) + poly(TR5_3, 2) + poly(PLC_3, 2) + poly(TLC_19, 2)",sp_richness,0.09150395253503463,0.4060927323940532
"poly(TLC_7, 2) + poly(TR5_1, 2) + poly(HLI_19, 2) + poly(TWI_1, 2) + poly(VR3_3, 2)",sp_richness,0.1478136116556359,0.42584022267967203
"poly(HLI_7, 2) + poly(TP5_19, 2) + poly(PLC_1, 2) + poly(PLC_15, 2) + poly(PLC_7, 2)",sp_richness,0.15656999680635597,0.4042319337674908
"poly(SLP_19, 2) + poly(PLC_1, 2) + poly(VR3_7, 2) + poly(TR5_7, 2) + poly(TLC_19, 2)",sp_richness,0.10503902923778152,0.40548401271253753
"poly(TWI_19, 2) + poly(MDI_3, 2) + poly(MDI_7, 2) + poly(TWI_3, 2) + poly(TLC_1, 2)",sp_richness,0.1565186879942304,0.3881386936464305
"poly(TLC_1, 2) + poly(HLI_7, 2) + poly(TWI_7, 2) + poly(TLC_7, 2) + poly(TWI_1, 2)",sp_richness,0.15768820203874678,0.4084100418247979
"poly(TP5_7, 2) + poly(PLC_3, 2) + poly(MDI_3, 2) + poly(HLI_15, 2) + poly(MDI_15, 2)",sp_richness,0.19730455425190752,0.3953777305805607
"poly(TWI_19, 2) + poly(MDI_15, 2) + poly(VR3_1, 2) + poly(TR5_15, 2) + poly(SLP_15, 2)",sp_richness,0.1561062220602195,0.4301308487505888
"poly(TR5_1, 2) + poly(PLC_19, 2) + poly(PLC_15, 2) + poly(HLI_7, 2) + poly(TWI_3, 2)",sp_richness,0.16491716574080062,0.42376067839751075
"poly(HLI_1, 2) + poly(TWI_15, 2) + poly(VR3_3, 2) + poly(TP5_3, 2) + poly(HLI_19, 2)",sp_richness,0.16852813827497626,0.402690042917353
"poly(TP5_19, 2) + poly(VR3_3, 2) + poly(MDI_7, 2) + poly(TLC_15, 2) + poly(MDI_15, 2)",sp_richness,0.12099369618629019,0.3458326933974426
"poly(TR5_15, 2) + poly(VR3_3, 2) + poly(TP5_3, 2) + poly(TP5_1, 2) + poly(TP5_15, 2)",sp_richness,0.09722697044751016,0.413674801823974
"poly(HLI_7, 2) + poly(TWI_7, 2) + poly(SLP_15, 2) + poly(MDI_15, 2) + poly(PLC_15, 2)",sp_richness,0.2247876650727323,0.4267716165081178
"poly(HLI_15, 2) + poly(SLP_7, 2) + poly(VR3_15, 2) + poly(MDI_1, 2) + poly(TLC_19, 2)",sp_richness,0.19071714719711474,0.4226124364189341
"poly(TLC_1, 2) + poly(SLP_7, 2) + poly(HLI_3, 2) + poly(VR3_3, 2) + poly(TR5_15, 2)",sp_richness,0.11241861623947569,0.43949630557345554
"poly(HLI_7, 2) + poly(HLI_19, 2) + poly(PLC_1, 2) + poly(TWI_7, 2) + poly(TWI_15, 2)",sp_richness,0.16228295340306564,0.40790274540201577
"poly(TP5_1, 2) + poly(SLP_19, 2) + poly(VR3_7, 2) + poly(HLI_19, 2) + poly(TWI_3, 2)",sp_richness,0.1657594567747288,0.43212386802798664
"poly(VR3_7, 2) + poly(TR5_1, 2) + poly(TP5_3, 2) + poly(TR5_15, 2) + poly(TWI_7, 2)",sp_richness,0.1296243147123699,0.41037497185779515
"poly(TWI_7, 2) + poly(HLI_15, 2) + poly(SLP_3, 2) + poly(VR3_7, 2) + poly(VR3_1, 2)",sp_richness,0.1700376700365136,0.4246106461575515
"poly(PLC_3, 2) + poly(VR3_3, 2) + poly(VR3_15, 2) + poly(SLP_15, 2) + poly(TWI_7, 2)",sp_richness,0.1214739788178032,0.40403983677664856
"poly(HLI_1, 2) + poly(MDI_1, 2) + poly(TLC_1, 2) + poly(SLP_19, 2) + poly(TP5_1, 2)",sp_richness,0.17428346375665416,0.4269968786812992
"poly(MDI_15, 2) + poly(TR5_19, 2) + poly(TLC_1, 2) + poly(TWI_3, 2) + poly(TR5_15, 2)",sp_richness,0.1478844536869739,0.4341142108010787
"poly(TR5_15, 2) + poly(MDI_7, 2) + poly(TWI_7, 2) + poly(PLC_19, 2) + poly(TWI_15, 2)",sp_richness,0.16361883003401234,0.42237907894340554
"poly(MDI_19, 2) + poly(TLC_3, 2) + poly(PLC_1, 2) + poly(TR5_3, 2) + poly(TP5_1, 2)",sp_richness,0.11568160002248351,0.4203095804218069
"poly(PLC_19, 2) + poly(SLP_19, 2) + poly(TWI_1, 2) + poly(PLC_7, 2) + poly(TLC_7, 2)",sp_richness,0.10827231270420112,0.40178102041210584
"poly(TP5_3, 2) + poly(MDI_15, 2) + poly(SLP_3, 2) + poly(VR3_7, 2) + poly(HLI_7, 2)",sp_richness,0.20621780183751726,0.42259536418965926
"poly(PLC_15, 2) + poly(TLC_19, 2) + poly(HLI_3, 2) + poly(PLC_19, 2) + poly(SLP_7, 2)",sp_richness,0.13514213161155764,0.4214200202189716
"poly(VR3_19, 2) + poly(MDI_7, 2) + poly(VR3_1, 2) + poly(PLC_1, 2) + poly(PLC_15, 2)",sp_richness,0.11460621039975616,0.3451817809784473
"poly(MDI_1, 2) + poly(TWI_19, 2) + poly(HLI_1, 2) + poly(PLC_3, 2) + poly(TLC_3, 2)",sp_richness,0.21173826996660416,0.40507708329575
"poly(TWI_15, 2) + poly(MDI_7, 2) + poly(HLI_1, 2) + poly(TP5_3, 2) + poly(TR5_7, 2)",sp_richness,0.22431857533173405,0.4230366297273316
"poly(HLI_3, 2) + poly(TP5_7, 2) + poly(PLC_1, 2) + poly(SLP_19, 2) + poly(TR5_3, 2)",sp_richness,0.14438232249901517,0.4301827833901257
"poly(TLC_15, 2) + poly(TP5_19, 2) + poly(VR3_19, 2) + poly(TR5_1, 2) + poly(SLP_19, 2)",sp_richness,0.11236177204054276,0.40639231468345205
"poly(PLC_7, 2) + poly(SLP_7, 2) + poly(TR5_7, 2) + poly(VR3_1, 2) + poly(HLI_7, 2)",sp_richness,0.13184267102646607,0.4236352327784766
"poly(TP5_3, 2) + poly(TR5_1, 2) + poly(PLC_15, 2) + poly(SLP_7, 2) + poly(VR3_19, 2)",sp_richness,0.08848906473261642,0.39908606979072503
"poly(TLC_7, 2) + poly(TWI_19, 2) + poly(PLC_3, 2) + poly(SLP_19, 2) + poly(TR5_19, 2)",sp_richness,0.13359547588468235,0.40249909778849347
"poly(TR5_19, 2) + poly(SLP_15, 2) + poly(SLP_3, 2) + poly(HLI_7, 2) + poly(SLP_19, 2)",sp_richness,0.12820909139162917,0.4315264268388117
"poly(PLC_7, 2) + poly(TWI_1, 2) + poly(SLP_7, 2) + poly(TR5_15, 2) + poly(TWI_19, 2)",sp_richness,0.15337924418102444,0.4070984482932455
